🇨🇳世界杯,#genre#
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
海豚综合台,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
中台湾生活网,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
南投新闻网,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
台视,http://198.16.64.10:8278/ttv_taiwan/playlist.m3u8?tid=MDCD7498841774988417&ct=19226&tsum=205fa69ca9e6c04cfa0ed0b301647d1e
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
探索亚洲,http://198.16.64.10:8278/discoverytwn_twn/playlist.m3u8?tid=MCEC2689621926896219&ct=19225&tsum=1739c52807970a89c1c15d7afea86b26
天映经典,http://120.84.96.66:808/hls/85/index.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
唯心,http://124.238.99.44:808/hls/363/index.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
星空卫视,http://120.84.96.50:808/hls/79/index.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
原住民电视台,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
原住民电视台,https://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8?cuac=guest&cref=https%3A%2F%2Fwww.ipcf.org.tw%2F
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
TVBS HD,http://198.16.64.10:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVB星河,http://113.64.147.240:808/hls/135/index.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
财经体育资讯台,http://120.84.96.50:808/hls/86/index.m3u8
财经体育资讯台,http://120.84.96.55:808/hls/86/index.m3u8
大愛二臺,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛一臺,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
东森电影,http://120.84.96.62:808/hls/32/index.m3u8?blog.ntnas.top
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森洋片,http://120.84.96.62:808/hls/33/index.m3u8?blog.ntnas.top
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
翡翠台,http://113.64.147.240:808/hls/67/index.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
Pearl,http://120.84.96.50:808/hls/26/index.m3u8
东森电影台,http://120.84.96.78:808/hls/32/index.m3u8
东森电影台,http://120.84.96.66:808/hls/32/index.m3u8?blog.ntnas.top
东森洋片台,http://120.84.96.78:808/hls/33/index.m3u8
东森洋片台,http://120.84.96.62:808/hls/33/index.m3u8?blog.ntnas.top
东森洋片台,http://120.84.96.66:808/hls/33/index.m3u8?blog.ntnas.top
明珠台,http://120.84.96.78:808/hls/26/index.m3u8
AXN,http://he11o.akadatel.com/iptv/LTTLAKKUMH6ENZ/6162/index.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
天映经典,http://120.84.96.66:808/hls/85/index.m3u8?blog.ntnas.top
天映经典,http://120.84.96.50:808/hls/85/index.m3u8
天映经典,http://120.84.96.78:808/hls/85/index.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
J5台,http://120.84.96.78:808/hls/86/index.m3u8
LOTUS澳门,http://120.84.96.62:808/hls/24/index.m3u8?blog.ntnas.top
龙祥电影,http://120.84.96.62:808/hls/35/index.m3u8?blog.ntnas.top
龙祥电影,http://120.84.96.66:808/hls/35/index.m3u8?blog.ntnas.top

🇨🇳电影轮播,#genre#

定制,https://jsd.cdn.zzko.cn/gh/asdjkl6/tv@tv/m3u/%E5%AE%9A%E5%88%B6.mp4
女神经典,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
黑莓电影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
星光影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
豆瓣电影,http://epg.112114.xyz/douyu/8770422
漫威电影,http://epg.112114.xyz/douyu/4282654
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv
神乐影片2,http://epg.112114.xyz/douyu/85894
周末影院,http://epg.112114.xyz/douyu/3637765
CCTV放映室,http://epg.112114.xyz/douyu/10011042
特辑影院,http://epg.112114.xyz/douyu/3637778
刘德华电影2,http://epg.112114.xyz/douyu/8985415
喜剧经典,http://epg.112114.xyz/douyu/9650887
北京大蜜,http://epg.112114.xyz/douyu/805235
霍格影片,http://epg.112114.xyz/douyu/8814650
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
星星影院,http://epg.112114.xyz/douyu/315131
虎牙2,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8

🇨🇳中国台湾,#genre#

定制,https://jsd.cdn.zzko.cn/gh/asdjkl6/tv@tv/m3u/%E5%AE%9A%E5%88%B6.mp4
CNN,P2p://ns3.hellotvvod.com:9906/7cc3ad734d9d41e6aab978f4b2970819
民视,P2p://ns3.hellotvvod.com:9906/9d7b8b580d0f4a79aaaae025389fe794
人间卫视,P2p://ns3.hellotvvod.com:9906/91f14153e1fd4942854221ea24a072da
台视,P2p://ns3.hellotvvod.com:9906/7de0dec37cd9450c9b0c05a9cf6a87c6
大爱,P2p://ns3.hellotvvod.com:9906/d8a9217777464ede8464f5117ce36489
中视,P2p://ns3.hellotvvod.com:9906/663a5b33c5e14369a42c399280d965f2
霹雳台湾台,P2p://ns3.hellotvvod.com:9906/5a47e0a9f2fc4d2895e6cd4446e45a64
华视,P2p://ns3.hellotvvod.com:9906/f6b1c737bc1349709614b8923dedc680
公视,P2p://ns3.hellotvvod.com:9906/a8eadd576e714647bf686d9680350b85
好消息,P2p://ns3.hellotvvod.com:9906/586b85da8f4549238dde4d187e03fe62
原住民电视台,P2p://ns3.hellotvvod.com:9906/a60465a94c36495c989271fd73f9dd6a
客家电视台,P2p://ns3.hellotvvod.com:9906/5b3c7c99a6734f3198c48001a9f79f51
国家地理频道,P2p://ns3.hellotvvod.com:9906/da4ae6e847834765aa45e78292336004
探索频道,P2p://ns3.hellotvvod.com:9906/ded27623a2c0476fbe0175d2a7bbffd3
TLC旅游生活,P2p://ns3.hellotvvod.com:9906/1122bddfd55d4208b400a92902c99dfa
动物星球,P2p://ns3.hellotvvod.com:9906/6292b28455c84954a480222924fd5c06
CN卡通频道,P2p://ns3.hellotvvod.com:9906/bd283144af40422482a6ddce2308e9cd
MOMO亲子台,P2p://ns3.hellotvvod.com:9906/b8d1ff384d25450dbdd9fbf0e47e6db7
东森幼幼台,P2p://ns3.hellotvvod.com:9906/843a7ae7a39a4e93ac5113b64c5096a5
纬来综合台,P2p://ns3.hellotvvod.com:9906/6c2f86faef3f44bba00d9f0e42aeeafd
八大第一台,P2p://ns3.hellotvvod.com:9906/20d8ffdbf7bb41b79ba30d4e2e70b87e
八大综合台,P2p://ns3.hellotvvod.com:9906/d4f38851584d448faeb104ce54ccf940
三立台湾台,P2p://ns3.hellotvvod.com:9906/ee7a682343b745cc874ab5556679c3d2
三立都会台,P2p://ns3.hellotvvod.com:9906/2292466289c2466bb4f9f56198a9acec
东森综合台,P2p://ns3.hellotvvod.com:9906/c08f9fd3f794451c976fcc48d000fb96
超视,P2p://ns3.hellotvvod.com:9906/e8299d9ddcab48f88770976a721ed202
中天综合台,P2p://ns3.hellotvvod.com:9906/5f629bc30c744ba58a69290eb1b30f00
中天娱乐台,P2p://ns3.hellotvvod.com:9906/bdc4d793fb644337ac0125d4ffcb8e46
东森戏剧台,P2p://ns3.hellotvvod.com:9906/63648605647c4b1daef2989a94f77209
八大戏剧台,P2p://ns3.hellotvvod.com:9906/c121497aa1b9446f801ad5d522fb93c2
TVBS欢乐台,P2p://ns3.hellotvvod.com:9906/b147b591885c47afbe9140a6dbad2c83
纬来戏剧台,P2p://ns3.hellotvvod.com:9906/2395d11c6f9e470788994c19d5660da4
高点综合台,P2p://ns3.hellotvvod.com:9906/1f873fb217974af2ac976011de264383
BBC World News,P2p://ns3.hellotvvod.com:9906/3d4ea63924144f9099e7a61432e44dca
Al Jazeera English,P2p://ns3.hellotvvod.com:9906/e5e913ff079647cf90122fba5ac52e62
CNBC,P2p://ns3.hellotvvod.com:9906/5b784e5e46da4af39899ca22b95490ee
Bloomberg TV,P2p://ns3.hellotvvod.com:9906/83add80c9c50471e9152bdc917165075
HITS,P2p://ns3.hellotvvod.com:9906/2599253cd8bd4d76b6176fc9d32936de
壹电视新闻台,P2p://ns3.hellotvvod.com:9906/c4d93b47839c4bac9954efdbdf2017e0
年代新闻,P2p://ns3.hellotvvod.com:9906/3898c93f7ca04501aa471d92b691b99b
东森新闻台,P2p://ns3.hellotvvod.com:9906/9b556ccc34144374a39bd0d2f45561f9
中天新闻台,P2p://ns3.hellotvvod.com:9906/b26ad0652296454e89797e599f0d942e
民视新闻台,P2p://ns3.hellotvvod.com:9906/c4d3e91df23647b08f3a285634ff31e6
三立新闻台,P2p://ns3.hellotvvod.com:9906/91dc73009d3840498c0b0de2782b70b2
TVBS新闻台,P2p://ns3.hellotvvod.com:9906/28427ae64d4b4bc5bb5895b72a7704f6
TVBS,P2p://ns3.hellotvvod.com:9906/20c21fcaba0841b3b853fbf2a1cf59b4
东森财经新闻台,P2p://ns3.hellotvvod.com:9906/28aace9c827044dbb5e12673803b2804
非凡新闻台,P2p://ns3.hellotvvod.com:9906/9a70bc52ec334e5dbeb0db8c91da8598
卫视电影台,P2p://ns3.hellotvvod.com:9906/7d4efaa7fc2d4ae0904ba06272b0772f
东森电影台,P2p://ns3.hellotvvod.com:9906/b6b572a664034c4cacfc10d360f5af1e
纬来电影台,P2p://ns3.hellotvvod.com:9906/8e4acef3297a4758803242302e1503d0
龙祥电影,P2p://ns3.hellotvvod.com:9906/d7ceae43bc4944fdba0096c27616430e
HBO,P2p://ns3.hellotvvod.com:9906/2643f0c6ecb14726b29a13bb429e7cf9
东森洋片台,P2p://ns3.hellotvvod.com:9906/af71f1afc918483a9c5234ddf369ca78
AXN,P2p://ns3.hellotvvod.com:9906/efee4e426f7a4a2fb558a17670273863
好莱坞电影台,P2p://ns3.hellotvvod.com:9906/dbf93e629a014cf5811d4cde25e7bc83
CINEMAX,P2p://ns3.hellotvvod.com:9906/616eb32df57f4c308ab9c723d92a2329
纬来育乐台,P2p://ns3.hellotvvod.com:9906/05fcb7d25f2c437ebe3a800429b13343
纬来体育台,P2p://ns3.hellotvvod.com:9906/dada8b8a4e2841298196f6b313359059
ELEVEN体育1台,P2p://ns3.hellotvvod.com:9906/98559c4c64d8404a92ad27800e808c5f
纬来日本,P2p://ns3.hellotvvod.com:9906/07951c64fe144f75b980f1c261a2bd58
国兴卫视,P2p://ns3.hellotvvod.com:9906/e49771262fad4f6695c76f04191a9fe3
STAR World,P2p://ns3.hellotvvod.com:9906/b69d9a4255b044aabd31b89360f66f24
Z频道,P2p://ns3.hellotvvod.com:9906/bc4d8e908fc348e4bdda3e1e6386636a
Animax,P2p://ns3.hellotvvod.com:9906/cbc2811665554ef39ff7261aeb6ff486
尼克儿童频道,P2p://ns3.hellotvvod.com:9906/5a786280c50a45bab03442c663a3d849
MTV,P2p://ns3.hellotvvod.com:9906/bc3f8c9624264a7abca86cf6c74eae37
八大娱乐台,P2p://ns3.hellotvvod.com:9906/f350909305be4157aaab233240508876
三立iNEWS,P2p://ns3.hellotvvod.com:9906/312945f4244c45f4ac24debb7e461338
龙华偶像,P2p://ns3.hellotvvod.com:9906/d385c4a1745c41f8b7f153103bd4b149
Arirang,P2p://ns3.hellotvvod.com:9906/fd250a9ad84b454ab838e1a178d804c0
tvN,P2p://ns3.hellotvvod.com:9906/78c52ebe0ba649559f1b58c218a255ce
DW,P2p://ns3.hellotvvod.com:9906/5b8c9017e12b40c785d76122b38d8896
France24,P2p://ns3.hellotvvod.com:9906/208d29a851bf41d4bdf1ee0da1c91ddf
非凡商业台,P2p://ns3.hellotvvod.com:9906/c79173ac789f438084800677e5d00301
公视3台,P2p://ns3.hellotvvod.com:9906/c9991775c97b4ae6811455a26449f7ef
大爱2台,P2p://ns3.hellotvvod.com:9906/0ae4131e5fe9438f9319c82ddea02f33
ELTV生活英语台,P2p://ns3.hellotvvod.com:9906/a9e61f9e85ad48b6bb700e6f4d66772a
靖洋卡通Nice Bingo,P2p://ns3.hellotvvod.com:9906/0de51ed5dd2f47a4a12e1bf23bc4e269
靖天卡通台,P2p://ns3.hellotvvod.com:9906/3cdd6aaad3774afdb22595c78f117ac9
达文西频道,P2p://ns3.hellotvvod.com:9906/b78f1576006a4958805399da9236a693
Nick Jr.,P2p://ns3.hellotvvod.com:9906/e3c4e124da9342a887240902c647f06e
国会频道1,P2p://ns3.hellotvvod.com:9906/52c5e476f2714476b67f8b89e49ccb87
国会频道2,P2p://ns3.hellotvvod.com:9906/4c3e1444f29e41d183c615bf7f620f6e
MTV Live,P2p://ns3.hellotvvod.com:9906/210f334d3d7c45eb96eb202f99b504f9
Mezzo Live,P2p://ns3.hellotvvod.com:9906/f19cedca02924a4fa8f9064a34cb6943
CLASSICA 古典乐,P2p://ns3.hellotvvod.com:9906/d8543c82329e4c65b46ad4f488a59166
CMusic,P2p://ns3.hellotvvod.com:9906/faadbd9fbcf34e658716f6fd912203e4
爱尔达体育1台(备),P2p://ns3.hellotvvod.com:9906/637e389e000bddc706e18bc32e461df1
爱尔达体育2台(备),P2p://ns3.hellotvvod.com:9906/83089cfe06424c0aaa7b007b108b8ca1
TRACE Sport Stars,P2p://ns3.hellotvvod.com:9906/41d863d15b1d4aa794c598c07b49c875
博斯高球,P2p://ns3.hellotvvod.com:9906/b6b698403b744e3591e01b7dac29ed28
博斯高球二台,P2p://ns3.hellotvvod.com:9906/24b0c2e508444960a31ef3869dabb70a
博斯网球台,P2p://ns3.hellotvvod.com:9906/972455f148c947fe86873796aa49e1b7
博斯魅力网,P2p://ns3.hellotvvod.com:9906/d9b1e0f7628d47fc9707b80d2fbb5b1e
博斯无限台,P2p://ns3.hellotvvod.com:9906/86f66f9cf6544682bef3296097282fe7
博斯无限二台,P2p://ns3.hellotvvod.com:9906/24f5be6f1769476d86a0811441a74eb3
博斯运动,P2p://ns3.hellotvvod.com:9906/af7e9708ac684577abad598582db1ce9
ELEVEN体育2台,P2p://ns3.hellotvvod.com:9906/6f24cea9efd34e2b84bdf70e92778fe5
智林体育台,P2p://ns3.hellotvvod.com:9906/98dc399683ee4b66a8eb371ae864b01d
博斯运动二台,P2p://ns3.hellotvvod.com:9906/b814f5b22de842669678b0e1d7a51d72
OUTDOOR,P2p://ns3.hellotvvod.com:9906/04f05ee676ba4149b8dceb6c85b23a79
HBO强档巨献,P2p://ns3.hellotvvod.com:9906/7f7021f3991e49d59b68916f6c3b5e42
HBO原创巨献,P2p://ns3.hellotvvod.com:9906/dba32397753c4221b48e7d8f1a7c556e
国家地理高画质野生频道,P2p://ns3.hellotvvod.com:9906/06a5bf29390841619bc1ea4446fd3c12
BBC Earth,P2p://ns3.hellotvvod.com:9906/47bf60fa5d524160aec175c3fa06115a
Discovery Asia,P2p://ns3.hellotvvod.com:9906/cfb5f9e4bcf140ffa389b54e7353eacd
Discovery科学频道,P2p://ns3.hellotvvod.com:9906/8087dbd3036f4167bce3dc253152ebc6
DMAX,P2p://ns3.hellotvvod.com:9906/4c09440d0215480b86af154d2b1e8c9b
EVE,P2p://ns3.hellotvvod.com:9906/37b5a2b2e4124536b633345d14b47ce0
滚动力rollor,P2p://ns3.hellotvvod.com:9906/67d19908735f4a56a762e4125c073bf8
历史频道,P2p://ns3.hellotvvod.com:9906/39398f04a3c64d7cac67e6371e48f4e8
罪案侦缉频道,P2p://ns3.hellotvvod.com:9906/03adea59fc604bf3a8e463497873375c
BBC Lifestyle,P2p://ns3.hellotvvod.com:9906/b3d37287dc7a4f3499c8df45a9f2d43e
LUXE TV,P2p://ns3.hellotvvod.com:9906/c1b4502d6d374a1e801d86d8a32f0922
Lifetime,P2p://ns3.hellotvvod.com:9906/d4c3126eeab245c78333fba9f3f7ded9
KLT-靖天国际台,P2p://ns3.hellotvvod.com:9906/1155d422ddea46b18f884493937c48d7
HGTV居家乐活频道,P2p://ns3.hellotvvod.com:9906/b4b7f2defe174a6abda88acf2138089d
Love Nature by 餃子,P2p://ns3.hellotvvod.com:9906/da5919e978b348fe9d52854d4fed3fb7
美食星球,P2p://ns3.hellotvvod.com:9906/73fc36e4fefe416680bf360e8f4880a7
亚洲美食频道,P2p://ns3.hellotvvod.com:9906/c1219f6636bf41c5bf694417a5175f08
亚洲旅游台,P2p://ns3.hellotvvod.com:9906/ad5490acce204a22a01f9570d4bb81a6
EYE TV旅游台,P2p://ns3.hellotvvod.com:9906/0aec3512e7894a14a5bcc17e717e882e
时尚频道,P2p://ns3.hellotvvod.com:9906/c796ea9d4509472881055fcb916fea04
好消息2台,P2p://ns3.hellotvvod.com:9906/8ac1b7758512422ba360e5d067bc9bff
三立综合台,P2p://ns3.hellotvvod.com:9906/9633b4befd21483f9ef95e488f75a792
靖天资讯台,P2p://ns3.hellotvvod.com:9906/242626967b054bb3a808a92e384b17a1
靖天综合台,P2p://ns3.hellotvvod.com:9906/3cb16009f28045dcac3353fb933517fa
靖天育乐台,P2p://ns3.hellotvvod.com:9906/0982b7764302401aa4df5fdee66c6b0c
中视经典台,P2p://ns3.hellotvvod.com:9906/3b1ca96a5f834770ac282c3d7021855f
中视菁采台,P2p://ns3.hellotvvod.com:9906/06bc2af02ec1479f92519fc35a5264e2
TVBS精采台,P2p://ns3.hellotvvod.com:9906/fb4d8513a4664b9695cd28498fe80187
壹电视综合,P2p://ns3.hellotvvod.com:9906/df227eaa2db34e5a88fffaea31b8c81a
纬来精采,P2p://ns3.hellotvvod.com:9906/74bdfaab32cb40aba38539bc7364275a
ETtoday综合台,P2p://ns3.hellotvvod.com:9906/8bbefe9fbabd41d1bd1800c79e2c4193
民视第一台,P2p://ns3.hellotvvod.com:9906/9dd736f22d944d7cab6e8289dfb8efdd
民视台湾台,P2p://ns3.hellotvvod.com:9906/16dc36a1bf5544b4b1a39fc0e2c64201
Nice TV靖天欢乐台,P2p://ns3.hellotvvod.com:9906/1201cb3393334b1895b7894e482c960f
八大优频道,P2p://ns3.hellotvvod.com:9906/5bc1cefbfc764c57ba136116a60076a2
三立戏剧台,P2p://ns3.hellotvvod.com:9906/32afa6cb6f0d4d8f8819248339797628
龙华戏剧,P2p://ns3.hellotvvod.com:9906/4500cf75bae247548a388ae53bcb8a85
靖天戏剧台,P2p://ns3.hellotvvod.com:9906/049d0b90a6e2472e82ea1b785402e409
靖洋戏剧台,P2p://ns3.hellotvvod.com:9906/cb0550d76ce34df39d1cd9ddd4a3c5f7
靖天日本台,P2p://ns3.hellotvvod.com:9906/49655f497b324d8a9da358e68709a5b0
i-Fun动漫台,P2p://ns3.hellotvvod.com:9906/7aab16a36e7e4404ac16613e10d5024b
韩国娱乐台,P2p://ns3.hellotvvod.com:9906/c9689c485a144cceae544440b85c0b96
星卫娱乐台,P2p://ns3.hellotvvod.com:9906/28b808d489824311a956de4eedc38198
ROCK Extreme,P2p://ns3.hellotvvod.com:9906/25fb59377ac84231bc6d69a2b7eca43f
中视新闻台,P2p://ns3.hellotvvod.com:9906/f94cec87d8d8405fb6b9fff2e47d09ce
寰宇新闻台,P2p://ns3.hellotvvod.com:9906/40d53db8b97447f08d4ef7dce707a676
华视新闻,P2p://ns3.hellotvvod.com:9906/e469650f6a364b1dae06b9eeecdddba3
NHK新闻资讯台,P2p://ns3.hellotvvod.com:9906/69ada1afa55b4d65b5cf2ea7d3d32f40
美亚电影台HD,P2p://ns3.hellotvvod.com:9906/5272613d38444987906662ac99620af2
龙华电影,P2p://ns3.hellotvvod.com:9906/891ced08bd194004acb930a5dde2b89c
星卫HD电影台,P2p://ns3.hellotvvod.com:9906/b9a5848b9bcc4e798706e2d8d6761cd5
靖天映画,P2p://ns3.hellotvvod.com:9906/ca622daac4684005a04f6831141d91eb
靖天电影台,P2p://ns3.hellotvvod.com:9906/3a98cee122124b1b9c9db9faf797c3b3
WARNER TV,P2p://ns3.hellotvvod.com:9906/27c0133e0def485aa0b4463293a0c3d9
Star Movies HD,P2p://ns3.hellotvvod.com:9906/72494840b45d46f19606e1ea845f7418
AMC最爱电影,P2p://ns3.hellotvvod.com:9906/42bd44c493224db9ba73cc87e4091348
HBO Family,P2p://ns3.hellotvvod.com:9906/6b45fabd1580403a82193d7f824c1994
CatchPlay电影台,P2p://ns3.hellotvvod.com:9906/b76a3cb0474d476e8eb4c0dc36c4fc5f
CinemaWorld,P2p://ns3.hellotvvod.com:9906/ad9a0e89ced94a6798e527d26ebe2e4f
壹电视电影台,P2p://ns3.hellotvvod.com:9906/b2829611274c42649ef6331511d0c6b1
采昌影剧台,P2p://ns3.hellotvvod.com:9906/dcc494e1bf894a4eb77df31e663a2e72
佛卫慈悲台,P2p://ns3.hellotvvod.com:9906/97582dc5e24a43c8b9192533aa630fff
TV5Monde,P2p://ns3.hellotvvod.com:9906/4f61242456be412c9e9f63c45186d61e
Cbeebies,P2p://ns3.hellotvvod.com:9906/00f4a16d999342109f99dd51363293b0
EYE TV戏剧台,P2p://ns3.hellotvvod.com:9906/29eee816a3704a73a216b188bc7a9c42
台视新闻台,P2p://ns3.hellotvvod.com:9906/2549a9c7ccc944118102c6d7fea9f9ce
寰宇新闻台湾台,P2p://ns3.hellotvvod.com:9906/5389da549a364498a39742a708f555b8
台视财经台,P2p://ns3.hellotvvod.com:9906/4b0486600f754f2eb0bccb4cd0d9c932
纬来日本(备),P2p://ns3.hellotvvod.com:9906/0ed3b0b9630849929660b8785cd07a0e
爱尔达影剧台,P2p://ns3.hellotvvod.com:9906/ca25a77c284644fa8bca6414b9ed9fab
ROCK Entertainment,P2p://ns3.hellotvvod.com:9906/7547ffb70fdd4400a8562c7fda458310
民视(备),P2p://ns3.hellotvvod.com:9906/4093f255f89242bebd43c0caef84239e
三立台湾台(备),P2p://ns3.hellotvvod.com:9906/39189889c073474d9a9620f94fdf1dc8
